50
9.5537
8.2851
6.3925
4.1654
1.9319
0
1.3952
2.1292
2.2027
1.7321
0.91804
0
0.79451
1.2943
1.4142
1.1654
0.64338
0
0.59618
1
1.1223
0.94798
0.53557
0
0.51764
0.88537
1.0125
0.8708
0.50069
0
0.50069
0.8708
1.0125
0.88537
0.51764
0
0.53557
0.94798
1.1223
1
0.59618
0
0.64338
1.1654
1.4142
1.2943
0.79451
0
0.91804
1.7321
2.2027
2.1292
1.3952
0
1.9319
4.1654
6.3925
8.2851
9.5537
